#New xsec file, equivalent to XSection-MC15-13TeV.data at the moment of creation but with amcatnlopythia8 among showering algorithms
# svn co $SVNOFF/PhysicsAnalysis/SUSYPhys/SUSYTools/trunk, taken on 02.06.2015
# cat susy_crosssections_13TeV.txt|awk '{if ($1 != "" && $1 != "#") { s=$3*$5 ; print $1 "   " s "   " $4 " "}else{print $0}}'
# cross-sections are in pb

################################################################################################################   0
# BSM tttt ttZ' signals (s+t channel processes), ct=3, theta=0.79
312225 5.0584E-04 1.0 amcatnlopythia8
312226 5.0587E-04 1.0 amcatnlopythia8
312227 3.7068E-04 1.0 amcatnlopythia8
312228 3.6926E-04 1.0 amcatnlopythia8
312229 2.6961E-04 1.0 amcatnlopythia8
312230 2.6963E-04 1.0 amcatnlopythia8
312231 2.0113E-04 1.0 amcatnlopythia8
312232 2.0113E-04 1.0 amcatnlopythia8
312233 1.4690E-04 1.0 amcatnlopythia8
312234 1.4685E-04 1.0 amcatnlopythia8
312235 1.0985E-04 1.0 amcatnlopythia8
312236 1.0983E-04 1.0 amcatnlopythia8
312237 3.4155E-05 1.0 amcatnlopythia8
312238 3.4152E-05 1.0 amcatnlopythia8
312239 1.9517E-05 1.0 amcatnlopythia8
312240 1.9453E-05 1.0 amcatnlopythia8
312241 1.1057E-05 1.0 amcatnlopythia8
312242 1.1055E-05 1.0 amcatnlopythia8

### HH->WWtautau sample - see ANALYSISTO-886
450526 0.000626 1.0 herwigpp

### tqgamma SM sample - see ANALYSISTO-889
412147 1.1386 1.0 amcatnlopythia8

### tqgamma aMC+H7 - see ANALYSISTO-1010
500537 1.1509 1.0 herwigpp713

### Semivisible jets -see ANALYSISTO-896
312807 80.529 1.0 amcatnlopythia8
312808 80.529 1.0 amcatnlopythia8
312809 80.529 1.0 amcatnlopythia8
312810 80.529 1.0 amcatnlopythia8

### LQLQ->tltl samples - see ANALYSISTO-901
312599 3.0309E-03 1.0 amcatnlopythia8
312600 1.4668E-03 1.0 amcatnlopythia8 
312601 7.5052E-04 1.0 amcatnlopythia8
312602 5.3509E-04 1.0 amcatnlopythia8
312603 3.8566E-04 1.0 amcatnlopythia8
312604 2.8037E-04 1.0 amcatnlopythia8
312605 2.0529E-04 1.0 amcatnlopythia8
312606 1.4979E-04 1.0 amcatnlopythia8
312607 1.1124E-04 1.0 amcatnlopythia8
312608 8.1444E-05 1.0 amcatnlopythia8
312609 6.0400E-05 1.0 amcatnlopythia8
312610 3.3845E-05 1.0 amcatnlopythia8
312611 1.8969E-05 1.0 amcatnlopythia8
312612 1.0736E-05 1.0 amcatnlopythia8
312613 3.0309E-03 1.0 amcatnlopythia8
312614 1.4668E-03 1.0 amcatnlopythia8 
312615 7.5052E-04 1.0 amcatnlopythia8
312616 5.3509E-04 1.0 amcatnlopythia8
312617 3.8566E-04 1.0 amcatnlopythia8
312618 2.8037E-04 1.0 amcatnlopythia8
312619 2.0529E-04 1.0 amcatnlopythia8
312620 1.4979E-04 1.0 amcatnlopythia8
312621 1.1124E-04 1.0 amcatnlopythia8
312622 8.1444E-05 1.0 amcatnlopythia8
312623 6.0400E-05 1.0 amcatnlopythia8
312624 3.3845E-05 1.0 amcatnlopythia8
312625 1.8969E-05 1.0 amcatnlopythia8
312626 1.0736E-05 1.0 amcatnlopythia8

### Sherpa Znunu samples - see ANALYSISTO-972
366001 275.38 1.0 sherpa
366002 109.16 1.0 sherpa
366003 4.5536 1.0 sherpa
366004 1.2026 1.0 sherpa
366005 51.783 1.0 sherpa
366006 4.4689 1.0 sherpa
366007 1.3752 1.0 sherpa
366008 4.2476 1.0 sherpa
366010 21.18539 0.9728 sherpa
366011 9.980141 0.9728 sherpa
366012 0.567924 0.9728 sherpa
366013 0.137190 0.9728 sherpa
366014 5.285600 0.9728 sherpa
366015 0.575274 0.9728 sherpa
366016 0.164542 0.9728 sherpa
366017 0.484166 0.9728 sherpa
### Sherpa Znunu samples - see ANALYSISTO-914
366019 57.3468 0.9728 sherpa 
366020 24.1821 0.9728 sherpa
366021 1.24777 0.9728 sherpa
366022 0.33181 0.9728 sherpa
366023 12.1182 0.9728 sherpa
366024 1.24563 0.9728 sherpa
366025 0.38949 0.9728 sherpa
366026 1.08540 0.9728 sherpa
366028 194.867 0.9728 sherpa
366029 75.4332 0.9728 sherpa
366030 2.74722 0.9728 sherpa
366031 0.73439 0.9728 sherpa
366032 34.4189 0.9728 sherpa
366033 2.64975 0.9728 sherpa
366034 0.82468 0.9728 sherpa
366035 2.67986 0.9728 sherpa
### more Sherpa Znunu added in ANALYSISTO-972
364222 0.30440 1.0 sherpa
364223 0.00586 1.0 sherpa

### samples from ANALYSISTO-916
364739 0.01543   1.0 amcatnlopythia8
364740 0.025667  1.0 amcatnlopythia8
364741 0.0076951 1.0 amcatnlopythia8
364742 0.01281   1.0 amcatnlopythia8

### HVT tb->had/lep samples - see ANALYSISTO-919
310481 3.069        1.0 amcatnlopythia8
310482 0.001443     1.0 amcatnlopythia8
310483 0.0000003252 1.0 amcatnlopythia8
310484 1.527        1.0 amcatnlopythia8
310485 0.0007209    1.0 amcatnlopythia8
310486 0.0000001627 1.0 amcatnlopythia8

### ttbb sherpa 228 sample
700052 7.9494 1.0 sherpa228
700053 7.9494 1.0 sherpa228

### H+->tb files- see ANALYSISTO-929
451490 0.00000602607 1.0 amcatnlopythia8
451491 0.00000126695 1.0 amcatnlopythia8

### PP8 ttbar 2LSS+tau filtered sample
411287 2.8717 1.1398 pythia8

### sherpa 228 ttW sample 
700000 0.58922 1.0 sherpa228

### Dijet sherpa and PH713 samples - see ANALYSISTO-942
### Note that the sherpa samples use version 2.2.5 and since
### there are no MC/MC SFs we want to disable them completely 
### that is why we use pythia8 for sherpa samples
364685 0.00011788566 1.0 pythia8
364684 0.00328550466 1.0 pythia8
364683 0.0984693432  1.0 pythia8
364682 1.38988966    1.0 pythia8
364681 39.5002465    1.0 pythia8
364680 82.5082374    1.0 pythia8
364679 5244.234291   1.0 pythia8
364929 0.00017362051 1.0 herwigpp713
364928 0.00471952708 1.0 herwigpp713
364927 0.1350833956  1.0 herwigpp713
364926 1.841564351   1.0 herwigpp713
364925 50.88089919   1.0 herwigpp713
364924 2624.306118   1.0 herwigpp713
364923 224646.5424   1.0 herwigpp713
364922 18616233.48   1.0 herwigpp713

### thQ multilepton filtere sample - see ANALYSISTO-943
346799 0.009291 1.0 amcatnlopythia8

### MG+P8 samples - see ANALYSISTO-951
500460 0.00074042 1.0217 pythia8 # ttHH
500461 0.001138 1.3902 pythia8 # ttWH
500462 0.0014943 1.2313 pythia8 # ttZZ
500463 0.0024652 1.576 pythia8 # ttWZ

### see ANALYSISTO-950
345305 5.9395 1.0 pythia8

### Single T VLQ samples - see ANALYSISTO-955
313330 0.36478  1.0 pythia8
313331 0.23673  1.0 pythia8
313332 0.16209  1.0 pythia8
313333 0.11449  1.0 pythia8
313334 0.082802 1.0 pythia8
313335 0.060572 1.0 pythia8
313336 0.044901 1.0 pythia8

### WTWb samples - see ANALYSISTO-957
313350 0.0045916 1.0 pythia8
313351 0.0025849 1.0 pythia8

### ttbar cLFV_EFTincl sample - see ANALYSISTO-959
500016 0.0102013 1.0 pythia8

### Py8EG_A14N23LO_jetjet_JZ3WithSW_mufilt sample
800031 12711.255 1.0 pythia8

### jet jet muon filtered sample - see ANALYSISTO-964
800032 212.80260 1.0 pythia8

### mpre jet jet muon filtered samples - see ANALYSISTO-988
800037 1.6969200e+07 1.0 pythia8
800039 4.9307130e+05 1.0 pythia8

### see ANALYSISTO-962
700011 98.705 1.0 sherpa228
700012 98.609 1.0 sherpa228
700013 98.715 1.0 sherpa228
700014 57.023 1.0 sherpa228
700015 356.31 1.0 sherpa228
700016 358.25 1.0 sherpa228
700017 356.36 1.0 sherpa228

### W* samples - see ANALYSISTO-965
451492 0.1074244 1.0 pythia8
451493 0.0378596 1.0 pythia8
451494 0.0147045 1.0 pythia8
451495 0.0066132 1.0 pythia8

### cLFV EFT samples - see ANALYSISTO-971
500017 0.0012757  1.0 pythia8
500018 0.0012758  1.0 pythia8
500019 0.00063805 1.0 pythia8
500020 0.030619   1.0 pythia8

### single top hadronic channel -see ANALYSISTO-975
600027 77.032 1.194963 pythia8
600028 46.183 1.1838812 pythia8

### ttbar W->cb sample - see ANALYSISTO-977
500565 0.13753 1.1691 amcatnlopythia8
500566 0.13761 1.1691 amcatnlopythia8
600642 0.13952 1.1398 pythia8
600643 0.1395  1.1398 pythia8
600644 0.1395  1.1392 herwigpp713
600645 0.1395  1.1392 herwigpp713

### VVY sherpa samples - see ANALYSISTO-978
# the samples are sherpa 2.2.5 but there are 
# no dedicated MC/MC SFs for 2.2.5 so marking them as
# pythia 8 to apply no MC/MC correction
366160 0.011788  1.0 pythia8 
366161 0.086767  1.0 pythia8
366162 0.0010375 1.0 pythia8

### 2a4b/tta samples - see ANALYSISTO-980
346112 0.076282  1.003518786 pythia8
346118 0.0057576 2.157456232 pythia8
450682 0.0038362 1.35 pythia8
450690 0.00064012 1.35 pythia8

# BSM 4tops ttH
312440 0.02388 1.0 pythia8
312441 0.04926 1.0 pythia8
312442 0.02574 1.0 pythia8
312443 0.01118 1.0 pythia8
312444 0.009070 1.0 pythia8
312445 0.007091 1.0 pythia8
312446 0.003601 1.0 pythia8

### LQLQ-->ttauttau samples - see ANALYSISTO-995
313396 9.1978E-02 1.0 pythia8
313397 3.5120E-02 1.0 pythia8
313398 6.0992E-05 1.0 pythia8

###  ttWj analysis   - see ANALYSISTO-996 
412227 0.0577 1.0 amcatnlopythia8
412228 0.0577 1.0 amcatnlopythia8

### ttbar sample   - see ANALYSISTO-997
700047 317.25      1.20 sherpa
700048 152.49      1.19 sherpa
700049 152.5       1.19 sherpa
700050 73.288      1.19 sherpa
411317 320.211668  1.14 pythia8
411318 77.0120846  1.13 pythia8
411319 333.131844  1.14 pythia8
411320 320.1678584 1.14 pythia8
411321 77.0047828  1.13 pythia8
411322 333.176571  1.14 pythia8
411323 320.1693264 1.14 pythia8
411324 76.9964265  1.13 pythia8
411325 333.2276829 1.14 pythia8
411327 76.9964265  1.13 pythia8

### VLQ samples - see ANALYSISTO-1002
313374 0.00944797285072	1.0 pythia8
313375 0.0061146548014  1.0 pythia8
313376 0.00415704424589 1.0 pythia8
313377 0.00284554392    1.0 pythia8 
313378 0.00208771839263 1.0 pythia8 
313379 0.00147071535258 1.0 pythia8 
313380 0.00110942372969 1.0 pythia8 
313381 0.0092016051756  1.0 pythia8 
313382 0.00597554562493 1.0 pythia8 
313383 0.00405624115495 1.0 pythia8 
313384 0.00284554392	1.0 pythia8 
313385 0.00201933547004 1.0 pythia8 
313386 0.00147071535258 1.0 pythia8 
313387 0.00108144399529 1.0 pythia8 
313388 5.17E-02	0.4 pythia8 
313389 3.20E-02 0.4 pythia8 
313390 2.10E-02 0.4 pythia8 
313391 1.50E-02 0.4 pythia8 
313392 1.10E-02 0.4 pythia8 
313393 8.60E-03 0.4 pythia8 
313394 7.00E-03 0.4 pythia8 

### 2HDM samples - see ANALYSISTO-1006
501801	0.0001614646407  1 pythia8
501802	9.5151911E-05    1 pythia8
501803	6.0818373E-05    1 pythia8
501804	4.096883076E-05  1 pythia8
501805	0.00274976156    1 pythia8
501806	0.002715715695   1 pythia8
501807	0.002101417183   1 pythia8
501808	0.001569524166   1 pythia8
501809	0.0002921162916  1 pythia8
501810	0.0005570214006  1 pythia8
501811	0.0005509406784  1 pythia8
501812	0.01218777539    1 pythia8
501813	0.01315876488    1 pythia8
501814	0.0110331585     1 pythia8
501815	0.0085400775     1 pythia8
501816	2.254817705E-05  1 pythia8
501817	2.180928794E-05  1 pythia8
501818	1.841883417E-05  1 pythia8
501819	1.466343048E-05  1 pythia8
501820	0.00139046544    1 pythia8
501821	0.002902514456   1 pythia8
501822	0.003035855914   1 pythia8

### W+3jets FxFx samples - see ANALYSISTO-1008
950058  22244.0  0.9027  pythia8 

### ttbar->bWbH+(cs) samples - see ANALYSISTO-1017
600080 	4.5374 	1.1945 	pythia8
600081 	4.5374 	1.1945 	pythia8
600082 	4.5374 	1.1945 	pythia8
600083 	4.5374 	1.1945 	pythia8
600084 	4.5374 	1.1945 	pythia8
600085 	4.5374 	1.1945 	pythia8
600086 	4.5374 	1.1945 	pythia8
600087 	4.5374 	1.1945 	pythia8
600088 	4.5374 	1.1945 	pythia8
600089 	4.5374 	1.1945 	pythia8

### TRSM samples - see ANALYSISTO-1009, updated in ANALYSISTO-1059
600091	7.623000E-02	1.006432E+00	pythia8
600092	7.620700E-02	1.006735E+00	pythia8
600093	7.618200E-02	1.007066E+00	pythia8
600094	7.623300E-02	1.006392E+00	pythia8
600095	7.623000E-02	1.006432E+00	pythia8
600096	7.622600E-02	1.006484E+00	pythia8
600097	7.622100E-02	1.006550E+00	pythia8
600098	7.623300E-02	1.006392E+00	pythia8
600099	5.758400E-03	2.147604E+00	pythia8
600100	5.758400E-03	2.147604E+00	pythia8
600101	5.758100E-03	2.147716E+00	pythia8
600102	5.758500E-03	2.147566E+00	pythia8
600103	5.758400E-03	2.147604E+00	pythia8
600104	5.758400E-03	2.147604E+00	pythia8
600105	5.757700E-03	2.147865E+00	pythia8
600106	5.758500E-03	2.147566E+00	pythia8
600107	1.755100E-01	9.884471E-01	pythia8
600108	1.755300E-01	9.883344E-01	pythia8
600109	1.754800E-01	9.886160E-01	pythia8
600110	1.756200E-01	9.878279E-01	pythia8
600111	1.755000E-01	9.885034E-01	pythia8
600112	1.755100E-01	9.884471E-01	pythia8
600113	1.754800E-01	9.886160E-01	pythia8
600114	1.755200E-01	9.883907E-01	pythia8
600115	2.783100E-01	9.827466E-01	pythia8
600116	2.783300E-01	9.826760E-01	pythia8
600117	2.784000E-01	9.824289E-01	pythia8
600118	2.783500E-01	9.826054E-01	pythia8
600119	2.783000E-01	9.827819E-01	pythia8
600120	2.783100E-01	9.827466E-01	pythia8
600121	2.782700E-01	9.828878E-01	pythia8
600122	2.783200E-01	9.827113E-01	pythia8

### W+jets Sherpa 2.2.10 samples
### see discussion in: ANALYSISTO-1014
700092 20985.0 1.0 sherpa228
700093 17814.4 1.0 sherpa228
700094 3246.68 1.0 sherpa228
### ANALYSISTO-1038
700095  85.204 1.0 sherpa228
### ANALYSISTO-1041 (Wmunubb 4FS fuse sample)
700207  84.647 1.0 sherpa228

### ANALYSISTO-1025
700143   194.96805	0.956	sherpa228
700144  3045.65868	0.956	sherpa228
700145 17812.30365	0.956	sherpa228
700146   190.89425	0.956	sherpa228
700147  3035.27040	0.956	sherpa228
700148 17761.28430	0.956	sherpa228
700149 19326.49823	0.956	sherpa228
700150	3027.50422	0.956	sherpa228
700151 17743.96780	0.956	sherpa228

### ttbar samples (heavy ion) - see ANALYSISTO-1015
600010 127.8071 1.1390 pythia8
600011 127.8071 1.1390 pythia8
600012 127.8212 1.1390 pythia8

### ttbar Herwig samples - see ANALYSISTO-1019
411329	7.075372545	1.13916318564678  herwigpp713
411330	46.73772168	1.13917878762977  herwigpp713
411331	31.5383973	1.13917878762977  herwigpp713
411332	6.74381143	1.13916318564678  herwigpp713
411333	45.97034454	1.13917878762977  herwigpp713
411334	30.27566975	1.13916318564678  herwigpp713
411335	0.4171508862	1.13917878762977  herwigpp713
411336	2.460498786	1.13917878762977  herwigpp713
411337	18.05587935	1.13916318564678  herwigpp713

### Sherpa 2.2.10 Ztoll samples - ANALYSISTO-1020
700028	2308.6		1.0	sherpa228
700029  2292.4 		1.0 	sherpa228
700100	2140.6		1.0	sherpa228
700102	2139.6		1.0	sherpa228
700103	1820.967822	1.0	sherpa228
700104	326.749672	1.0	sherpa228
700105	44.963		1.0	sherpa228
700128	50.5845186	1.0	sherpa228
700129	271.74917	1.0	sherpa228
700130	1818.354076	1.0	sherpa228

### ttgamma EFT samples - ANALYSISTO-1021
412194 1.3599 1.0 pythia8
412195 1.2213 1.0 pythia8
412196 1.2778 1.0 pythia8
412197 1.6802 1.0 pythia8
412198 1.4074 1.0 pythia8
412199 1.4903 1.0 pythia8
412200 1.4154 1.0 pythia8
412201 1.4254 1.0 pythia8
412202 1.2199 1.0 pythia8
412203 1.2862 1.0 pythia8
412204 1.2473 1.0 pythia8
412205 1.3751 1.0 pythia8
412206 1.4615 1.0 pythia8
412207 1.2386 1.0 pythia8
412208 1.4386 1.0 pythia8
412209 1.5108 1.0 pythia8
412210 1.2910 1.0 pythia8
412211 1.6207 1.0 pythia8
412212 1.3562 1.0 pythia8
412213 1.3709 1.0 pythia8
412214 1.5084 1.0 pythia8
412215 1.3959 1.0 pythia8
412216 1.5210 1.0 pythia8
412217 1.3617 1.0 pythia8
412218 1.5953 1.0 pythia8
412219 1.5584 1.0 pythia8
412220 1.5240 1.0 pythia8
412221 1.5633 1.0 pythia8
412222 1.8043 1.0 pythia8
412223 1.3566 1.0 pythia8
412224 1.3589 1.0 pythia8
412225 1.3671 1.0 pythia8
412226 1.6409 1.0 pythia8

### QBH samples - ANALYSISTO-1024
900051 0.0039360000 1.0000000000 pythia8
900052 0.0011390000 1.0000000000 pythia8
900053 0.0003315000 1.0000000000 pythia8
900054 0.0000958300 1.0000000000 pythia8
900055 0.0000271800 1.0000000000 pythia8
900056 0.0000074800 1.0000000000 pythia8
900057 0.0000019780 1.0000000000 pythia8
900058 0.0000004990 1.0000000000 pythia8
900059 0.0000001195 1.0000000000 pythia8
900060 0.0000000272 1.0000000000 pythia8
900061 0.0000000058 1.0000000000 pythia8
900062 0.0039360000 1.0000000000 pythia8
900063 0.0011390000 1.0000000000 pythia8
900064 0.0003315000 1.0000000000 pythia8
900065 0.0000958300 1.0000000000 pythia8
900066 0.0000271800 1.0000000000 pythia8
900067 0.0000074800 1.0000000000 pythia8
900068 0.0000019780 1.0000000000 pythia8
900069 0.0000004990 1.0000000000 pythia8
900070 0.0000001195 1.0000000000 pythia8
900071 0.0000000272 1.0000000000 pythia8
900072 0.0000000058 1.0000000000 pythia8
900073 0.0039360000 1.0000000000 pythia8
900074 0.0011390000 1.0000000000 pythia8
900075 0.0003315000 1.0000000000 pythia8
900076 0.0000958300 1.0000000000 pythia8
900077 0.0000271800 1.0000000000 pythia8
900078 0.0000074800 1.0000000000 pythia8
900079 0.0000019780 1.0000000000 pythia8
900080 0.0000004990 1.0000000000 pythia8
900081 0.0000001195 1.0000000000 pythia8
900082 0.0000000272 1.0000000000 pythia8
900083 0.0000000058 1.0000000000 pythia8
900084 0.9436000000 1.0000000000 pythia8
900085 0.2062000000 1.0000000000 pythia8
900086 0.0515600000 1.0000000000 pythia8
900087 0.0139300000 1.0000000000 pythia8
900088 0.0039360000 1.0000000000 pythia8
900089 0.0011390000 1.0000000000 pythia8
900090 0.0003315000 1.0000000000 pythia8
900091 0.0000958300 1.0000000000 pythia8
900092 0.0000271800 1.0000000000 pythia8
900093 0.0000074800 1.0000000000 pythia8
900094 0.0000019780 1.0000000000 pythia8
900095 0.9436000000 1.0000000000 pythia8
900096 0.2062000000 1.0000000000 pythia8
900097 0.0515600000 1.0000000000 pythia8
900098 0.0139300000 1.0000000000 pythia8
900099 0.0039360000 1.0000000000 pythia8
900100 0.0011390000 1.0000000000 pythia8
900101 0.0003315000 1.0000000000 pythia8
900102 0.0000958300 1.0000000000 pythia8
900103 0.0000271800 1.0000000000 pythia8
900104 0.0000074800 1.0000000000 pythia8
900105 0.0000019780 1.0000000000 pythia8
900106 0.9436000000 1.0000000000 pythia8
900107 0.2062000000 1.0000000000 pythia8
900108 0.0515600000 1.0000000000 pythia8
900109 0.0139300000 1.0000000000 pythia8
900110 0.0039360000 1.0000000000 pythia8
900111 0.0011390000 1.0000000000 pythia8
900112 0.0003315000 1.0000000000 pythia8
900113 0.0000958300 1.0000000000 pythia8
900114 0.0000271800 1.0000000000 pythia8
900115 0.0000074800 1.0000000000 pythia8
900116 0.0000019780 1.0000000000 pythia8

## single top t-channel sample - ANALYSISTO- 1023
500298 43.52 1.61546 pythia8

## HH samples - ANALYSISTO-1030
301490 0.89144 1 pythia8
301503 0.00055923 1 pythia8
450139 145.39 1 herwigpp713
450154 145.39 1 herwigpp713
450254 145.41 1 herwigpp713
450267 0.011629 1 herwigpp713
450535 145.4 1 herwigpp713
450628 145.4 1 herwigpp713
450656 145.4 1 herwigpp713
451712 145.38 1 herwigpp713
309522 0.46336 1 pythia8

## Py8EG dijet mu-filtered samples - ANALYSISTO-1035
800033   4.98771   1.0   pythia8
800034   0.19784472   1.0   pythia8
800035   0.014691294  1.0   pythia8

## Shera Zee sample - ANALYSISTO-1036
312448 19.113 0.9751 sherpa

## ttbar PowhegHerwig7 samples - ANALYSISTO-1037
407357 5.65384351 1.1392 herwigpp713
407358 0.771841565 1.1392 herwigpp713
407359 0.21481013 1.1392 herwigpp713

## SMEFT samples - ANALYSISTO-1039
500336 11.4624 1.0000 amcatnlopythia8
500337 11.6572 1.0000 amcatnlopythia8
500934 12.5907 1.0000 amcatnlopythia8
500935 -0.0760 1.0000 amcatnlopythia8
500936 0.4016 1.0000 amcatnlopythia8
500937 0.0752 1.0000 amcatnlopythia8
500938 0.2840 1.0000 amcatnlopythia8
500939 0.1401 1.0000 amcatnlopythia8
500940 -0.0484 1.0000 amcatnlopythia8
500941 2.0142 1.0000 amcatnlopythia8
500942 2.4564 1.0000 amcatnlopythia8
500943 4.0739 1.0000 amcatnlopythia8
500944 2.4011 1.0000 amcatnlopythia8
500945 2.2354 1.0000 amcatnlopythia8
500946 3.3751 1.0000 amcatnlopythia8
500947 0.5874 1.0000 amcatnlopythia8
500948 2.5909 1.0000 amcatnlopythia8
500949 1.0011 1.0000 amcatnlopythia8
500950 0.8260 1.0000 amcatnlopythia8
500951 1.9480 1.0000 amcatnlopythia8
500952 2.0039 1.0000 amcatnlopythia8
500953 2.5360 1.0000 amcatnlopythia8
500954 2.2254 1.0000 amcatnlopythia8
500955 3.3641 1.0000 amcatnlopythia8
500956 0.3860 1.0000 amcatnlopythia8
500957 0.6068 1.0000 amcatnlopythia8
500958 1.7453 1.0000 amcatnlopythia8
500959 0.2207 1.0000 amcatnlopythia8
500960 1.4813 1.0000 amcatnlopythia8
500961 1.3604 1.0000 amcatnlopythia8

## vector leptoquark signal samples - ANALYSISTO-1042
502659 94.359 1 pythia8
502660 17.861 1 pythia8
502661 4.5571 1 pythia8
502662 1.4092 1 pythia8
502663 0.49781 1 pythia8
502664 0.19396 1 pythia8
502665 0.081445 1 pythia8
502666 0.036295 1 pythia8
502667 0.016912 1 pythia8
502668 0.0082075 1 pythia8
502669 0.0041125 1 pythia8
502670 0.00212 1 pythia8
502671 0.001536 1 pythia8
502672 0.0011178 1 pythia8
502673 0.00081746 1 pythia8
502674 0.0006007 1 pythia8
502675 0.00044447 1 pythia8
502676 0.00032933 1 pythia8
502677 0.00024557 1 pythia8
502678 0.00018363 1 pythia8
502679 0.00013793 1 pythia8
502680 0.00010403 1 pythia8
502681 0.000078647 1 pythia8
502682 0.000059837 1 pythia8
502683 0.000045567 1 pythia8
502684 0.000034824 1 pythia8
502685 0.00002673 1 pythia8
502686 0.000020577 1 pythia8
502687 0.000015897 1 pythia8
502688 0.000012313 1 pythia8
502689 0.0000074767 1 pythia8
502690 0.0000045937 1 pythia8
502691 341.14 1 pythia8
502692 69.175 1 pythia8
502693 18.566 1 pythia8
502694 5.9634 1 pythia8
502695 2.1708 1 pythia8
502696 0.86736 1 pythia8
502697 0.37147 1 pythia8
502698 0.16843 1 pythia8
502699 0.079632 1 pythia8
502700 0.039136 1 pythia8
502701 0.019816 1 pythia8
502702 0.010312 1 pythia8
502703 0.0074966 1 pythia8
502704 0.005483 1 pythia8
502705 0.0040236 1 pythia8
502706 0.0029717 1 pythia8
502707 0.0022013 1 pythia8
502708 0.0016371 1 pythia8
502709 0.001223 1 pythia8
502710 0.00091794 1 pythia8
502711 0.00069057 1 pythia8
502712 0.0005213 1 pythia8
502713 0.000395 1 pythia8
502714 0.0002999 1 pythia8
502715 0.00022913 1 pythia8
502716 0.00017494 1 pythia8
502717 0.00013424 1 pythia8
502718 0.0001035 1 pythia8
502719 0.0000798 1 pythia8
502720 0.000061801 1 pythia8
502721 0.000037404 1 pythia8
502722 0.000022857 1 pythia8

### ttbar Powheg+Madspin+Pythia8* samples - see ANALYSISTO-1045
### Note that the pythia setting is the same 
### as for aMC@NLO+Pythia8
600487 77.1 1.13758 amcatnlopythia8
600488 160  1.14465 amcatnlopythia8
600489 160  1.14465 amcatnlopythia8

### Adding W'->tb samples - ANALYSISTO-1046
#W'->tb,right-handed,hadronic 
500908 1.2221      1.44   pythia8
500909 0.29804     1.45   pythia8
500910 0.027009    1.37   pythia8
500911 0.0033477   1.24   pythia8
500912 0.00061957  1.18   pythia8
500913 0.00020325  1.11   pythia8

#W'->tb,left-handed,hadronic 
500914 0.9281      1.44   pythia8
500915 0.22795     1.44   pythia8
500916 0.021233    1.38   pythia8
500917 0.0027978   1.26   pythia8
500918 0.00057133  1.22   pythia8
500919 0.00019998  1.14   pythia8

#W'->tb right-handed,leptonic
500920 39.929      1.39   pythia8
500921 3.4306      1.42   pythia8
500922 0.14899     1.45   pythia8
500923 0.013493    1.37   pythia8
500924 0.0016724   1.24   pythia8
500925 0.00030962  1.18   pythia8
500926 0.00010159  1.11   pythia8

# W'->tb left-handed,leptonic
500927 30.04        1.38   pythia8
500928 2.5938       1.42   pythia8
500929 0.11394      1.44   pythia8
500930 0.010599     1.38   pythia8
500931 0.0013984    1.26   pythia8
500932 0.00028532   1.22   pythia8
500933 0.000099902  1.14   pythia8

### tqZ samples, see ANALYSISTO-1050
501046 0.03327624 1.0 herwigpp713

### MPI-off ttbar samples - ANALYSISTO-1051 & ANALYSISTO-1049
600040 2.045 1.1397 pythia8
500563 1.557 1.1691 pythia8
600510 2.042 1.1397 pythia8
600511 2.054 1.1397 pythia8
600512 2.040 1.1397 pythia8
600513 2.046 1.1397 pythia8
600514 2.055 1.1397 pythia8
600515 2.055 1.1397 pythia8
600516 2.038 1.1405 pythia8
600517 2.031 1.1400 pythia8
600518 2.038 1.1397 pythia8
600519 2.064 1.1416 pythia8
600520 2.057 1.1398 pythia8
600521 2.046 1.1397 pythia8
600522 2.042 1.1378 pythia8
600523 2.169 1.1398 pythia8
600524 1.977 1.1392 herwigpp

# tqX FCNC samples (ANALYSISTO-1053)
600576	3.365636402  1.0  pythia8
600577	3.375775363  1.0  pythia8
600578	3.131858556  1.0  pythia8
600579	3.132024769  1.0  pythia8
600580	3.317600997  1.0  pythia8
600581	3.328903445  1.0  pythia8
600582	3.087562932  1.0  pythia8
600583	3.090804075  1.0  pythia8
600584	3.306797186  1.0  pythia8
600585	3.306381655  1.0  pythia8
600586	3.077756396  1.0  pythia8
600587	3.073601084  1.0  pythia8
600588	3.300148687  1.0  pythia8
600589	3.292918445  1.0  pythia8
600590	3.076676015  1.0  pythia8
600591	3.077257758  1.0  pythia8
600592	3.298154137  1.0  pythia8
600593	3.29059147   1.0  pythia8
600594	3.08606702   1.0  pythia8
600595	3.086898082  1.0  pythia8
600596	3.30538438   1.0  pythia8
600597	3.306298549  1.0  pythia8
600598	3.114073822  1.0  pythia8
600599	3.10725911   1.0  pythia8
600600	3.318598272  1.0  pythia8
600601	3.316520616  1.0  pythia8
600602	3.140335393  1.0  pythia8
600603	3.138922587  1.0  pythia8
600604	3.331729057  1.0  pythia8
600605	3.333058757  1.0  pythia8
600606	3.164851733  1.0  pythia8
600607	3.174575162  1.0  pythia8
600608	3.352671829  1.0  pythia8
600609	3.359320328  1.0  pythia8
600610	3.216626919  1.0  pythia8
600611	3.220117381  1.0  pythia8
600612	3.41317317   1.0  pythia8
600613	3.412425214  1.0  pythia8
